Id,Label,name,Degree
n187,Maxime Debrosse,Maxime Debrosse,8
n188,Mira Patel,Mira Patel,11
n189,Naoyuki Sarai,Naoyuki Sarai,11
n190,Tom Heightman,Tom Heightman,21
n191,Tomohiko Tamura,Tomohiko Tamura,13
n192,Ashley Lau,Ashley Lau,8
n193,Christopher Vakoc,Christopher Vakoc,39
n194,David Orlando,David Orlando,8
n195,Heather Hoke,Heather Hoke,8
n196,Jakob Lovén,Jakob Lovén,8
n197,A Huang,A Huang,9
n198,E Sotomayor,E Sotomayor,9
n199,J Tao,J Tao,9
n200,J Wang,J Wang,9
n201,S Chen-Kiang,S Chen-Kiang,9
n202,T Lwin,T Lwin,9
n203,V Marquez,V Marquez,9
n204,W Dalton,W Dalton,9
n205,X Zhang,X Zhang,9
n206,Alexandre Puissant,Alexandre Puissant,16
n207,Christopher Bassil,Christopher Bassil,16
n208,Cyril Benes,Cyril Benes,16
n209,Erin Nekritz,Erin Nekritz,16
n210,Gabriela Alexe,Gabriela Alexe,16
n211,Kimberly Stegmaier,Kimberly Stegmaier,16
n212,Matthew Garnett,Matthew Garnett,16
n213,Patricia Greninger,Patricia Greninger,16
n214,Stacey Frumm,Stacey Frumm,16
n215,Ultan McDermott,Ultan McDermott,16
n216,William Gustafson,William Gustafson,16
n217,Jialiang Wang,Jialiang Wang,9
n218,Kaihua Lu,Kaihua Lu,9
n219,Larry Pierce,Larry Pierce,9
n220,Reid Thompson,Reid Thompson,9
n221,Stefan Knapp,Stefan Knapp,112
n222,Susanne Muller,Susanne Muller,9
n223,Xiang Lu,Xiang Lu,9
n224,Yuanying Gong,Yuanying Gong,9
n225,Yufang Ma,Yufang Ma,9
n226,Neha Pancholi,Neha Pancholi,4
n227,Daniela Boehm,Daniela Boehm,15
n228,Eric Verdin,Eric Verdin,23
n229,Katherine Aull,Katherine Aull,14
n230,Laura Martins,Laura Martins,14
n231,Leor Weinberger,Leor Weinberger,14
n232,Melanie Ott,Melanie Ott,24
n233,Ming-Ming Zhou,Ming-Ming Zhou,52
n234,Pao-Chen Li,Pao-Chen Li,14
n235,Robert Siliciano,Robert Siliciano,15
n236,Roy Dar,Roy Dar,14
n237,Sebastian Schroeder,Sebastian Schroeder,14
n238,Sifei Xing,Sifei Xing,14
n239,Vicente Planelles,Vicente Planelles,14
n240,Hans-Peter Horny,Hans-Peter Horny,11
n241,Harald Herrmann,Harald Herrmann,11
n242,Junwei Shi,Junwei Shi,33
n243,Karoline Gleixner,Karoline Gleixner,23
n244,Katharina Blatt,Katharina Blatt,11
n245,Leonhard Müllauer,Leonhard Müllauer,11
n246,Peter Valent,Peter Valent,23
n247,Sabine Cerny-Reiterer,Sabine Cerny-Reiterer,11
n248,Michelle Zinchenko,Michelle Zinchenko,1
n249,Christopher Buck,Christopher Buck,5
n250,Jing Jiao,Jing Jiao,8
n251,Jing Li,Jing Li,5
n252,Rachel Schowalter,Rachel Schowalter,5
n253,Carine Lefèvre,Carine Lefèvre,8
n254,Leila Maouche-Chrétien,Leila Maouche-Chrétien,8
n255,Marine Granger,Marine Granger,8
n256,Olivier Goupille,Olivier Goupille,8
n257,Philippe Leboulch,Philippe Leboulch,8
n258,Stany Chrétien,Stany Chrétien,8
n259,Suthat Fucharoen,Suthat Fucharoen,8
n260,Tipparat Penglong,Tipparat Penglong,8
n261,Harold Varmus,Harold Varmus,3
n262,Kreshnik Zejnullahu,Kreshnik Zejnullahu,3
n263,Jia Guo,Jia Guo,3
n264,Qiang Zhou,Qiang Zhou,9
n265,Yuntao Wu,Yuntao Wu,3
n266,Calvin Sum,Calvin Sum,11
n267,Celine Prakash,Celine Prakash,11
n268,Henry Yang,Henry Yang,11
n269,Jeffrey Kwok,Jeffrey Kwok,11
n270,Keh-Chuang Chin,Keh-Chuang Chin,11
n271,Nina Thiessen,Nina Thiessen,11
n272,Steven Jones,Steven Jones,11
n273,Sven Pettersson,Sven Pettersson,11
n274,Weishi Zhang,Weishi Zhang,11
n275,Yinghui Li,Yinghui Li,11
n276,David Grimes,David Grimes,2
n277,Debra Wolgemuth,Debra Wolgemuth,24
n278,Abraham Brass,Abraham Brass,9
n279,Bruce Walker,Bruce Walker,9
n280,Christopher Chin,Christopher Chin,9
n281,Gaurav Gaiha,Gaurav Gaiha,9
n282,Geng Gao,Geng Gao,9
n283,Hongjing Qu,Hongjing Qu,9
n284,Jian Zhu,Jian Zhu,9
n285,Sinu John,Sinu John,9
n286,Stephen Elledge,Stephen Elledge,9
n287,B Peterlin,B Peterlin,3
n288,Koen Bartholomeeusen,Koen Bartholomeeusen,3
n289,Koh Fujinaga,Koh Fujinaga,3
n290,Christopher Ott,Christopher Ott,9
n291,David Weinstock,David Weinstock,9
n292,Liat Bird,Liat Bird,9
n293,Nadja Kopp,Nadja Kopp,9
n294,Ronald Paranal,Ronald Paranal,9
n295,Julio Agno,Julio Agno,11
n296,Lang Ma,Lang Ma,11
n297,Madeleine Lemieux,Madeleine Lemieux,23
n298,Martin Matzuk,Martin Matzuk,11
n299,Panagis Filippakopoulos,Panagis Filippakopoulos,73
n300,Qinglei Li,Qinglei Li,11
n301,Richard Yu,Richard Yu,11
n302,Sarah Picaud,Sarah Picaud,73
n303,Camellia Banerjee,Camellia Banerjee,8
n304,Daniel Michaels,Daniel Michaels,8
n305,David Margolis,David Margolis,9
n306,Monty Montano,Monty Montano,8
n307,Nancie Archin,Nancie Archin,8
n308,Alexander Taylor,Alexander Taylor,23
n309,Alexandre Côté,Alexandre Côté,23
n310,Barbara Bryant,Barbara Bryant,28
n311,Brian Albrecht,Brian Albrecht,29
n312,Christopher Nasveschuk,Christopher Nasveschuk,23
n313,Eneida Pardo,Eneida Pardo,23
n314,Florence Poy,Florence Poy,23
n315,Hariharan Jayaram,Hariharan Jayaram,23
n316,James Audia,James Audia,23
n317,Jean-Christophe Harmange,Jean-Christophe Harmange,23
n318,Jennifer Mertz,Jennifer Mertz,23
n319,Louise Bergeron,Louise Bergeron,23
n320,Michael Hewitt,Michael Hewitt,29
n321,Nandana Bangalore Srinivasamurthy,Nandana Bangalore Srinivasamurthy,23
n322,Peter Sandy,Peter Sandy,23
n323,Ravichandran Sankaranarayanan,Ravichandran Sankaranarayanan,23
n324,Rishi Vaswani,Rishi Vaswani,23
n325,Robert Sims,Robert Sims,29
n326,Shivangi Joshi,Shivangi Joshi,23
n327,Sreegouri Yellapantula,Sreegouri Yellapantula,23
n328,Steve Bellon,Steve Bellon,23
n329,Swarnakumari Birudukota,Swarnakumari Birudukota,23
n330,Victor Gehling,Victor Gehling,23
n331,Antje Dittmann,Antje Dittmann,11
n332,Carsten Hopf,Carsten Hopf,11
n333,Chun-Wa Chung,Chun-Wa Chung,60
n334,Gerard Drewes,Gerard Drewes,11
n335,Gitte Neubauer,Gitte Neubauer,11
n336,Marcus Bantscheff,Marcus Bantscheff,11
n337,Maria Fälth Savitski,Maria Fälth Savitski,11
n338,Matthew Lindon,Matthew Lindon,11
n339,Mikhail Savitski,Mikhail Savitski,11
n340,Paola Grandi,Paola Grandi,11
n341,Rabinder Prinjha,Rabinder Prinjha,11
n342,Anja Roden,Anja Roden,10
n343,Brian Costello,Brian Costello,10
n344,Christopher French,Christopher French,44
n345,Craig Nerby,Craig Nerby,10
n346,Geoffrey Shapiro,Geoffrey Shapiro,10
n347,John Hilton,John Hilton,10
n348,Julian Molina,Julian Molina,10
n349,Randolph Marks,Randolph Marks,10
n350,Roxana Dronca,Roxana Dronca,10
n351,Sameer Parikh,Sameer Parikh,10
n352,Adam Stein,Adam Stein,14
n353,Andre White,Andre White,14
n354,Emily Gesner,Emily Gesner,14
n355,Eric Campeau,Eric Campeau,14
n356,Eric Fontano,Eric Fontano,14
n357,Gregory Wagner,Gregory Wagner,14
n358,Henrik Hansen,Henrik Hansen,14
n359,Kevin McLure,Kevin McLure,14
n360,Laura Tsujikawa,Laura Tsujikawa,14
n361,Norman Wong,Norman Wong,14
n362,Olesya Kharenko,Olesya Kharenko,14
n363,Peter Young,Peter Young,14
n364,Robert Suto,Robert Suto,14
n365,Sarah Attwell,Sarah Attwell,14
n366,Amish Patel,Amish Patel,5
n367,Chiachi Liu,Chiachi Liu,5
n368,Chung-Ping Liao,Chung-Ping Liao,5
n369,Lu Le,Lu Le,5
n370,Yong Wang,Yong Wang,5
n371,Huasong Lu,Huasong Lu,7
n372,Jeffrey Johnson,Jeffrey Johnson,7
n373,Nevan Krogan,Nevan Krogan,7
n374,Tom Alber,Tom Alber,7
n375,Ursula Schulze-Gahmen,Ursula Schulze-Gahmen,7
n376,Yuhua Xue,Yuhua Xue,7
n377,Alexander Plotnikov,Alexander Plotnikov,19
n378,Antonio Frasca,Antonio Frasca,5
n379,Elena Rusinova,Elena Rusinova,19
n380,Shuai Yang,Shuai Yang,5
n381,Aneel Aggarwal,Aneel Aggarwal,7
n382,Jie Zhang,Jie Zhang,7
n383,Kaki Wong,Kaki Wong,7
n384,Kenny Ohgi,Kenny Ohgi,7
n385,Michael Rosenfeld,Michael Rosenfeld,7
n386,Qi Ma,Qi Ma,7
n387,Wen Liu,Wen Liu,7
n388,Fiona Gee,Fiona Gee,11
n389,Gino Poulin,Gino Poulin,11
n390,Kate Fisher,Kate Fisher,11
n391,Amin Rahemtulla,Amin Rahemtulla,24
n392,Anastasios Karadimitris,Anastasios Karadimitris,24
n393,Andrea Haynes,Andrea Haynes,42
n394,Anna Bassil,Anna Bassil,24
n395,Antonia Rotolo,Antonia Rotolo,24
n396,Aristeidis Chaidos,Aristeidis Chaidos,24
n397,BaoChau Le,BaoChau Le,42
n398,Binbin Liu,Binbin Liu,24
n399,David Tough,David Tough,33
n400,Ilaria Marigo,Ilaria Marigo,24
n401,Irene Roberts,Irene Roberts,24
n402,Jason Witherington,Jason Witherington,72
n403,Katerina Gouvedenou,Katerina Gouvedenou,24
n404,Leanne Cutler,Leanne Cutler,60
n405,Maurits Kleijnen,Maurits Kleijnen,24
n406,Mohammed Chaudhry,Mohammed Chaudhry,24
n407,Niam Al-Mahdi,Niam Al-Mahdi,24
n408,Nicholas Smithers,Nicholas Smithers,70
n409,Nicola Harker,Nicola Harker,24
n410,Nigel Parr,Nigel Parr,64
n411,Olena Barbash,Olena Barbash,42
n412,Peter Tummino,Peter Tummino,42
n413,Rab Prinjha,Rab Prinjha,99
n414,Trevor Chapman,Trevor Chapman,24
n415,Amanda Poplawski,Amanda Poplawski,9
n416,Danni Peng,Danni Peng,9
n417,John Markley,John Markley,12
n418,Kaifeng Hu,Kaifeng Hu,12
n419,Karen Glass,Karen Glass,12
n420,Samuel Carlson,Samuel Carlson,9
n421,Senthil Natesan,Senthil Natesan,9
n422,Stefan Balaz,Stefan Balaz,9
n423,Woonghee Lee,Woonghee Lee,12
n424,Brian Marsden,Brian Marsden,27
n425,Chris Wells,Chris Wells,14
n426,Clarence Yapp,Clarence Yapp,14
n427,Hannah Lingard,Hannah Lingard,19
n428,Ildiko Felletar,Ildiko Felletar,33
n429,Martin Philpott,Martin Philpott,54
n430,Octovia Monteiro,Octovia Monteiro,14
n431,Oleg Fedorov,Oleg Fedorov,55
n432,Paul Brennan,Paul Brennan,53
n433,Sarah Martin,Sarah Martin,34
n434,Susanne Müller,Susanne Müller,36
n435,Alessio Ciulli,Alessio Ciulli,10
n436,Apirat Chaikuad,Apirat Chaikuad,10
n437,Chris Abell,Chris Abell,10
n438,Fleur Ferguson,Fleur Ferguson,10
n439,Frank von Delft,Frank von Delft,10
n440,Joao Muniz,Joao Muniz,10
n441,Anastasia Wyce,Anastasia Wyce,22
n442,Caretha Creasy,Caretha Creasy,10
n443,Charles McHugh,Charles McHugh,22
n444,Ming-Chih Crouthame,Ming-Chih Crouthame,10
n445,Robert Vessella,Robert Vessella,10
n446,Susan Korenchuk,Susan Korenchuk,22
n447,Yan Degenhardt,Yan Degenhardt,10
n448,Christopher Wells,Christopher Wells,32
n449,Feng Xue,Feng Xue,10
n450,Jan Kammenga,Jan Kammenga,10
n451,L Snoek,L Snoek,10
n452,Miriam Rodriguez,Miriam Rodriguez,10
n453,Siyao Wang,Siyao Wang,10
n454,A Rao,A Rao,2
n455,Kriton Kalantidis,Kriton Kalantidis,2
n456,Daniel Wohlwend,Daniel Wohlwend,8
n457,Karin Schmidtkunz,Karin Schmidtkunz,8
n458,Manfred Jung,Manfred Jung,8
n459,Martin Hügle,Martin Hügle,8
n460,Oliver Einsle,Oliver Einsle,8
n461,Roland Schüle,Roland Schüle,8
n462,Stefan Gerhardt,Stefan Gerhardt,8
n463,Stefan Günther,Stefan Günther,8
n464,Andrea Berardi,Andrea Berardi,8
n465,Angela Bachi,Angela Bachi,8
n466,Chiara Zucchelli,Chiara Zucchelli,8
n467,Eleonora Palagano,Eleonora Palagano,8
n468,Giacomo Quilici,Giacomo Quilici,8
n469,Giovanna Musco,Giovanna Musco,8
n470,Mario Saare,Mario Saare,8
n471,Pärt Peterson,Pärt Peterson,8
n472,Christopher Burns,Christopher Burns,2
n473,Jean-Marc Garnier,Jean-Marc Garnier,2
n474,Haruhiko Koseki,Haruhiko Koseki,6
n475,Haruko Shima,Haruko Shima,6
n476,Hiroyuki Shimada,Hiroyuki Shimada,6
n477,Issay Kitabayashi,Issay Kitabayashi,6
n478,Kazutsune Yamagata,Kazutsune Yamagata,6
n479,Mika Shino,Mika Shino,6
n480,Beatriz Diez-Dacal,Beatriz Diez-Dacal,14
n481,Chas Bountra,Chas Bountra,18
n482,Deborah Brotherton,Deborah Brotherton,14
n483,Pavel Savitsky,Pavel Savitsky,14
n484,Argenta Price,Argenta Price,3
n485,Christine Guthrie,Christine Guthrie,3
n486,David Brow,David Brow,3
n487,A Dittmann,A Dittmann,22
n488,B Huntly,B Huntly,32
n489,C Fong,C Fong,22
n490,C Grove,C Grove,22
n491,D Lugo,D Lugo,22
n492,E Cannizzaro,E Cannizzaro,32
n493,E Gudgin,E Gudgin,22
n494,E Meduri,E Meduri,22
n495,G Drewes,G Drewes,22
n496,G Giotopoulos,G Giotopoulos,22
n497,G Vassiliou,G Vassiliou,22
n498,H Osaki,H Osaki,22
n499,J Craig,J Craig,22
n500,K Lee,K Lee,23
n501,L Bullinger,L Bullinger,22
n502,M Dawson,M Dawson,32
n503,M Wiese,M Wiese,32
n504,P Jeffrey,P Jeffrey,22
n505,R Prinjha,R Prinjha,33
n506,S Horton,S Horton,22
n507,S Putwain,S Putwain,22
n508,S Robson,S Robson,32
n509,Jiahuai Han,Jiahuai Han,5
n510,Wei Xiao,Wei Xiao,5
n511,Xin Liu,Xin Liu,5
n512,Xu-Dong Wang,Xu-Dong Wang,5
n513,Yingqiu Li,Yingqiu Li,5
n514,Jae Kim,Jae Kim,4
n515,Kyoung Kim,Kyoung Kim,4
n516,Min-Yi Park,Min-Yi Park,4
n517,Seung Lee,Seung Lee,4
n518,Byoung-Gie Kim,Byoung-Gie Kim,11
n519,Chel Choi,Chel Choi,11
n520,Duk-Soo Bae,Duk-Soo Bae,11
n521,Hye-Kyung Jeon,Hye-Kyung Jeon,11
n522,Hye-Sun Kim,Hye-Sun Kim,11
n523,Jeong-Won Lee,Jeong-Won Lee,11
n524,Ji Ryu,Ji Ryu,11
n525,Jung-Joo Choi,Jung-Joo Choi,11
n526,Tae-Joong Kim,Tae-Joong Kim,11
n527,Yoo-Young Lee,Yoo-Young Lee,11
n528,Young Cho,Young Cho,11
n529,Fangnian Wang,Fangnian Wang,11
n530,Jingyu Wang,Jingyu Wang,9
n531,Kun Zang,Kun Zang,9
n532,Miaofang Dong,Miaofang Dong,9
n533,Min Yu,Min Yu,9
n534,Ruixin Sun,Ruixin Sun,9
n535,Xiaoxia Liu,Xiaoxia Liu,9
n536,Yimin Li,Yimin Li,9
n537,Yinong Huang,Yinong Huang,9
n538,Bart Landuyt,Bart Landuyt,11
n539,Christine de Kogel,Christine de Kogel,11
n540,Jan De Rijck,Jan De Rijck,11
n541,Jonas Demeulemeester,Jonas Demeulemeester,11
n542,Katrien Busschots,Katrien Busschots,11
n543,Rik Gijsbers,Rik Gijsbers,11
n544,Sara El Ashkar,Sara El Ashkar,11
n545,Sofie Vets,Sofie Vets,11
n546,Steven Husson,Steven Husson,11
n547,Bruno Correia,Bruno Correia,11
n548,Chantal Beauchemin,Chantal Beauchemin,11
n549,Colin McVey,Colin McVey,11
n550,J Simas,J Simas,11
n551,Kenneth Kaye,Kenneth Kaye,11
n552,Lénia Rodrigues,Lénia Rodrigues,11
n553,Maria Carrondo,Maria Carrondo,11
n554,Marta Pires de Miranda,Marta Pires de Miranda,11
n555,Rajesh Ponnusamy,Rajesh Ponnusamy,11
n556,Shijun Li,Shijun Li,11
n557,Sofia Cerqueira,Sofia Cerqueira,11
n558,Irfan Qureshi,Irfan Qureshi,1
n559,Guangtao Zhang,Guangtao Zhang,27
n560,Jennifer Joshua,Jennifer Joshua,16
n561,Keita Morohashi,Keita Morohashi,9
n562,Lei Zeng,Lei Zeng,26
n563,Michael Ohlmeyer,Michael Ohlmeyer,27
n564,Shiraz Mujtaba,Shiraz Mujtaba,9
n565,Chao-Yie Yang,Chao-Yie Yang,2
n566,Shaomeng Wang,Shaomeng Wang,2
n567,Andres Salmeron,Andres Salmeron,5
n568,Deanna Mele,Deanna Mele,5
n569,Hon-Ren Huang,Hon-Ren Huang,5
n570,Jose Lora,Jose Lora,5
n571,Graziano Lolli,Graziano Lolli,1
n572,Arash Bahrami,Arash Bahrami,6
n573,Elizabeth Neuhardt,Elizabeth Neuhardt,6
n574,Marco Tonelli,Marco Tonelli,6
n575,Adam Volanakis,Adam Volanakis,6
n576,Cornelia Kilchert,Cornelia Kilchert,6
n577,Lidia Vasiljeva,Lidia Vasiljeva,6
n578,Monica Passoni,Monica Passoni,6
n579,Ralph Hector,Ralph Hector,6
n580,Sander Granneman,Sander Granneman,6
n581,Aditya Shroff,Aditya Shroff,9
n582,Chao Lu,Chao Lu,9
n583,Chong Chen,Chong Chen,9
n584,Craig Thompson,Craig Thompson,9
n585,John Morris,John Morris,9
n586,Justin Cross,Justin Cross,9
n587,Patrick Ward,Patrick Ward,9
n588,Scott Lowe,Scott Lowe,9
n589,David Staněk,David Staněk,7
n590,Eva Dušková,Eva Dušková,7
n591,Eva Stejskalová,Eva Stejskalová,7
n592,Ina Poser,Ina Poser,7
n593,Jana Humpolíčková,Jana Humpolíčková,7
n594,Jarmila Hnilicová,Jarmila Hnilicová,7
n595,Martin Hof,Martin Hof,7
n596,Haitong Hou,Haitong Hou,6
n597,James Thompson,James Thompson,6
n598,Jiyong Wang,Jiyong Wang,6
n599,John Yates,John Yates,6
n600,Patricia Tu,Patricia Tu,6
n601,Songtao Jia,Songtao Jia,6
n602,Ernst Schönbrunn,Ernst Schönbrunn,3
n603,Gunda Georg,Gunda Georg,3
n604,Mathew Martin,Mathew Martin,3
n605,Anne Bouillot,Anne Bouillot,38
n606,Antonia Lewis,Antonia Lewis,39
n607,Delphine Delannée,Delphine Delannée,27
n608,Edwige Nicodeme,Edwige Nicodeme,38
n609,Françoise Gellibert,Françoise Gellibert,38
n610,Gael Krysa,Gael Krysa,38
