Id,Label,name,Degree
n140,Hui-Yan Luo,Hui-Yan Luo,9
n141,Kai-Shun Hu,Kai-Shun Hu,9
n142,Rui-Hua Xu,Rui-Hua Xu,9
n143,Wen-Jing Wu,Wen-Jing Wu,9
n144,Zhao-Lei Zeng,Zhao-Lei Zeng,9
n145,Bridlin Barckmann,Bridlin Barckmann,4
n146,Christina Rathke,Christina Rathke,4
n147,Katja Leser,Katja Leser,4
n148,Renate Renkawitz-Pohl,Renate Renkawitz-Pohl,4
n149,Elizabeth Sarcinella,Elizabeth Sarcinella,5
n150,Marlee Ng,Marlee Ng,5
n151,Peter Cheung,Peter Cheung,5
n152,Ryan Draker,Ryan Draker,5
n153,Thomas Kislinger,Thomas Kislinger,5
n154,Ballachanda Devaiah,Ballachanda Devaiah,8
n155,A Beesley,A Beesley,12
n156,A Charles,A Charles,12
n157,A Gout,A Gout,12
n158,A Murch,A Murch,12
n159,A Stirnweiss,A Stirnweiss,12
n160,E Baker,E Baker,12
n161,E Ferrari,E Ferrari,12
n162,K Carter,K Carter,12
n163,K Thompson-Wicking,K Thompson-Wicking,12
n164,M Phillips,M Phillips,12
n165,M Welch,M Welch,12
n166,R Francis,R Francis,12
n167,Ann Hoffman,Ann Hoffman,14
n168,Carla Bauer,Carla Bauer,14
n169,Christopher Kitson,Christopher Kitson,14
n170,Christopher Stevenson,Christopher Stevenson,14
n171,David Budd,David Budd,14
n172,Hang Zeng,Hang Zeng,14
n173,Jeremy Deguzman,Jeremy Deguzman,14
n174,Julie Demartino,Julie Demartino,14
n175,Maria Fuentes,Maria Fuentes,14
n176,Ruoqi Peng,Ruoqi Peng,14
n177,Shannon Hamilton,Shannon Hamilton,14
n178,Subramanium Apparsundaram,Subramanium Apparsundaram,14
n179,Xiaoyan Tang,Xiaoyan Tang,14
n180,Yonglin Ren,Yonglin Ren,14
n181,Andrew Cook,Andrew Cook,18
n182,Brian Gerstenberger,Brian Gerstenberger,18
n183,Brian Marsden,Brian Marsden,25
n184,Dafydd Owen,Dafydd Owen,18
n185,Gerwyn Bish,Gerwyn Bish,18
n186,Hannah Jones,Hannah Jones,18
n187,John Trzupek,John Trzupek,18
n188,Karl Nocka,Karl Nocka,18
n189,Mark Bunnage,Mark Bunnage,18
n190,Martin Philpott,Martin Philpott,30
n191,Michael Primiano,Michael Primiano,18
n192,Michael Ralph,Michael Ralph,18
n193,Nunzio Sciammetta,Nunzio Sciammetta,18
n194,Oleg Federov,Oleg Federov,18
n195,Paul Brennan,Paul Brennan,24
n196,Paul Fish,Paul Fish,22
n197,Aili Chen,Aili Chen,3
n198,Gang Huang,Gang Huang,3
n199,Xiao-Mei Yan,Xiao-Mei Yan,3
n200,Alexander Borowsky,Alexander Borowsky,6
n201,Allen Gao,Allen Gao,11
n202,Hong-Wu Chen,Hong-Wu Chen,11
n203,June Zou,June Zou,11
n204,Ping Yang,Ping Yang,11
n205,Yuzhuo Wang,Yuzhuo Wang,6
n206,Atsuko Masumi,Atsuko Masumi,1
n207,Christopher Schofield,Christopher Schofield,7
n208,David Hewings,David Hewings,16
n209,Duncan Hay,Duncan Hay,7
n210,Laura Jennings,Laura Jennings,7
n211,Stuart Conway,Stuart Conway,16
n212,Alexandra Debernardi,Alexandra Debernardi,19
n213,Anne-Laure Vitte,Anne-Laure Vitte,19
n214,Arnaud Depaux,Arnaud Depaux,19
n215,Emilie Montellier,Emilie Montellier,19
n216,Fabrice Lopez,Fabrice Lopez,19
n217,Fayçal Boussouar,Fayçal Boussouar,19
n218,Hélène Holota,Hélène Holota,19
n219,Jean Imbert,Jean Imbert,19
n220,Jonathan Gaucher,Jonathan Gaucher,19
n221,Karin Pernet,Karin Pernet,19
n222,Matthieu Gérard,Matthieu Gérard,19
n223,Patrick Hery,Patrick Hery,19
n224,Philippe Guardiola,Philippe Guardiola,19
n225,Saadi Khochbin,Saadi Khochbin,37
n226,Sandrine Curtet,Sandrine Curtet,19
n227,Sarah Bertrand,Sarah Bertrand,19
n228,Sophie Rousseaux,Sophie Rousseaux,19
n229,Sylvie Jounier,Sylvie Jounier,19
n230,Amy Molesworth,Amy Molesworth,13
n231,Anjana Rao,Anjana Rao,13
n232,Bjoern Peters,Bjoern Peters,13
n233,David Tough,David Tough,13
n234,Edward Lamperti,Edward Lamperti,13
n235,Hozefa Bandukwala,Hozefa Bandukwala,13
n236,Jason Greenbaum,Jason Greenbaum,13
n237,Jason Witherington,Jason Witherington,33
n238,John Gagnon,John Gagnon,13
n239,Kevin Lee,Kevin Lee,59
n240,Nicholas Smithers,Nicholas Smithers,13
n241,Nigel Parr,Nigel Parr,13
n242,Rab Prinjha,Rab Prinjha,55
n243,Barry Zee,Barry Zee,6
n244,Benjamin Garcia,Benjamin Garcia,6
n245,Gary Leroy,Gary Leroy,6
n246,Iouri Chepelev,Iouri Chepelev,6
n247,Keji Zhao,Keji Zhao,6
n248,Mario Blanco,Mario Blanco,6
n249,Arjan Griffioen,Arjan Griffioen,4
n250,Judy van Beijnum,Judy van Beijnum,4
n251,Liesbeth Scheer,Liesbeth Scheer,4
n252,Pieter Van de Vijver,Pieter Van de Vijver,4
n253,Aniruddha Deshpande,Aniruddha Deshpande,2
n254,Brigitte Schlegelberger,Brigitte Schlegelberger,3
n255,Doris Steinemann,Doris Steinemann,3
n256,Dorothea Gadzicki,Dorothea Gadzicki,3
n257,Austin Thiel,Austin Thiel,3
n258,Jing Huang,Jing Huang,3
n259,Ming Lei,Ming Lei,3
n260,Jiahai Zhang,Jiahai Zhang,7
n261,Jihui Wu,Jihui Wu,7
n262,Lei Liu,Lei Liu,7
n263,Peng Ji,Peng Ji,7
n264,Su Qin,Su Qin,7
n265,Lewis Vidler,Lewis Vidler,3
n266,Nathan Brown,Nathan Brown,3
n267,Betul Baykan,Betul Baykan,5
n268,Ebru Yavuz,Ebru Yavuz,5
n269,Nerses Bebek,Nerses Bebek,5
n270,Ozkan Ozdemir,Ozkan Ozdemir,5
n271,Suzin Catal,Suzin Catal,5
n272,Jianyun Nie,Jianyun Nie,4
n273,Linya You,Linya You,4
n274,Wei-Jian Sun,Wei-Jian Sun,4
n275,Xiang-Jiao Yang,Xiang-Jiao Yang,4
n276,Eun-Jung Park,Eun-Jung Park,4
n277,Han-Sae Lee,Han-Sae Lee,4
n278,Jongbum Kwon,Jongbum Kwon,4
n279,Seul-Ki Lee,Seul-Ki Lee,4
n280,Anders Børglum,Anders Børglum,9
n281,Betina Elfving,Betina Elfving,9
n282,Gregers Wegener,Gregers Wegener,9
n283,Jane Christensen,Jane Christensen,9
n284,Ole Mors,Ole Mors,9
n285,James Thorne,James Thorne,2
n286,Lylia Ouboussad,Lylia Ouboussad,2
n287,Clifford Tepper,Clifford Tepper,9
n288,Hsing-Jien Kung,Hsing-Jien Kung,9
n289,Ling Xue,Ling Xue,9
n290,Linlang Guo,Linlang Guo,9
n291,Xinbin Chen,Xinbin Chen,9
n292,Alexander Plotnikov,Alexander Plotnikov,19
n293,Elena Rusinova,Elena Rusinova,13
n294,Guangtao Zhang,Guangtao Zhang,13
n295,Guillermo Gerona-Nevarro,Guillermo Gerona-Nevarro,13
n296,Jennifer Joshua,Jennifer Joshua,13
n297,John He,John He,13
n298,Lei Zeng,Lei Zeng,34
n299,Michael Ohlmeyer,Michael Ohlmeyer,13
n300,Natasha Moshkina,Natasha Moshkina,21
n301,Peter Chuang,Peter Chuang,13
n302,Ruijie Liu,Ruijie Liu,13
n303,Weijia Zhang,Weijia Zhang,21
n304,Maria Mundi,Maria Mundi,2
n305,Mario Garcia-Dominguez,Mario Garcia-Dominguez,2
n306,Binyamin Berkovits,Binyamin Berkovits,3
n307,Li Wang,Li Wang,3
n308,Akira Nishiyama,Akira Nishiyama,4
n309,Anup Dey,Anup Dey,4
n310,Keiko Ozato,Keiko Ozato,29
n311,Minoru Ko,Minoru Ko,4
n312,Brian Albrecht,Brian Albrecht,8
n313,Brian Lewis,Brian Lewis,8
n314,Dinah Singer,Dinah Singer,8
n315,Michael Hewitt,Michael Hewitt,8
n316,Natasha Cherman,Natasha Cherman,8
n317,Pamela Robey,Pamela Robey,8
n318,Chas Bountra,Chas Bountra,4
n319,Cheryl Arrowsmith,Cheryl Arrowsmith,16
n320,Matthieu Schapira,Matthieu Schapira,4
n321,Feng Tie,Feng Tie,4
n322,Patricia Conrad,Patricia Conrad,4
n323,Peter Harte,Peter Harte,4
n324,Peter Scacheri,Peter Scacheri,4
n325,Anne-Claude Gingras,Anne-Claude Gingras,12
n326,Dalia Barsyte-Lovejoy,Dalia Barsyte-Lovejoy,12
n327,Ildiko Felletar,Ildiko Felletar,19
n328,Jean-Philippe Lambert,Jean-Philippe Lambert,12
n329,Maria Mangos,Maria Mangos,12
n330,Rudolf Volkmer,Rudolf Volkmer,12
n331,Susanne Müller,Susanne Müller,12
n332,Tony Pawson,Tony Pawson,12
n333,A Stewart,A Stewart,8
n334,Geoffrey Matthews,Geoffrey Matthews,8
n335,Jake Shortt,Jake Shortt,8
n336,Marcus Lefebure,Marcus Lefebure,8
n337,Ricky Johnstone,Ricky Johnstone,8
n338,Stephen Palmer,Stephen Palmer,8
n339,Colin Logie,Colin Logie,5
n340,Evelien Middeljans,Evelien Middeljans,5
n341,Hendrik Stunnenberg,Hendrik Stunnenberg,5
n342,Pascal Jansen,Pascal Jansen,5
n343,Vikram Sharma,Vikram Sharma,5
n344,Ann Walker,Ann Walker,22
n345,Anne Bouillot,Anne Bouillot,53
n346,Chun-Wa Chung,Chun-Wa Chung,50
n347,David Lugo,David Lugo,22
n348,David Wilson,David Wilson,26
n349,Edwige Nicodeme,Edwige Nicodeme,53
n350,Françoise Gellibert,Françoise Gellibert,37
n351,Frédéric Donche,Frédéric Donche,37
n352,Gael Krysa,Gael Krysa,37
n353,Inma Rioja,Inma Rioja,22
n354,Jonathan Seal,Jonathan Seal,41
n355,Jorge Kirilovsky,Jorge Kirilovsky,53
n356,Laurie Gordon,Laurie Gordon,26
n357,Leanne Cutler,Leanne Cutler,22
n358,Olivier Mirguet,Olivier Mirguet,53
n359,Paul Bamborough,Paul Bamborough,50
n360,Scott McCleary,Scott McCleary,22
n361,Soren Beinke,Soren Beinke,22
n362,Toni Lewis,Toni Lewis,22
n363,Arun Rajan,Arun Rajan,8
n364,Christopher French,Christopher French,39
n365,Elaine Jaffe,Elaine Jaffe,8
n366,Giuseppe Giaccone,Giuseppe Giaccone,8
n367,Jianwu Xie,Jianwu Xie,8
n368,Michael Cameron,Michael Cameron,36
n369,Paolo Zucali,Paolo Zucali,8
n370,Petrini Petrini,Petrini Petrini,8
n371,Agnès Costaz,Agnès Costaz,23
n372,Alizon Riou,Alizon Riou,43
n373,Anne-Bénédicte Boullay,Anne-Bénédicte Boullay,23
n374,Delphine Delannée,Delphine Delannée,23
n375,Eric Boursier,Eric Boursier,43
n376,Florence Blandel,Florence Blandel,43
n377,Jean-Marie Brusq,Jean-Marie Brusq,43
n378,Jérôme Toum,Jérôme Toum,23
n379,Lionel Trottet,Lionel Trottet,23
n380,Pascal Huet,Pascal Huet,23
n381,Rémi Tellier,Rémi Tellier,23
n382,Romain Gosmini,Romain Gosmini,43
n383,Sandrine Martin,Sandrine Martin,43
n384,Van-Loc Nguyen,Van-Loc Nguyen,23
n385,Yann Dudit,Yann Dudit,23
n386,Anders Nielsen,Anders Nielsen,9
n387,Heidi Müller,Heidi Müller,9
n388,Mette Nyegaard,Mette Nyegaard,9
n389,Thomas Corydon,Thomas Corydon,9
n390,Christine Helfer,Christine Helfer,4
n391,Qing Li,Qing Li,4
n392,Hisato Kigasawa,Hisato Kigasawa,8
n393,Keisuke Kato,Keisuke Kato,8
n394,Kiyoshi Gomi,Kiyoshi Gomi,8
n395,Mariko Yoshida,Mariko Yoshida,8
n396,Mio Tanaka,Mio Tanaka,8
n397,Noriko Aida,Noriko Aida,8
n398,Tetsu Niwa,Tetsu Niwa,8
n399,Yokatsu Ohama,Yokatsu Ohama,8
n400,Jude Alsarraj,Jude Alsarraj,7
n401,J Witherington,J Witherington,2
n402,K Lee,K Lee,2
n403,Benjamin Herquel,Benjamin Herquel,2
n404,Irwin Davidson,Irwin Davidson,2
n405,Anusha Thota,Anusha Thota,2
n406,Manchanahalli Rao,Manchanahalli Rao,2
n407,Giulia Rossetti,Giulia Rossetti,4
n408,Mauro Giacca,Mauro Giacca,4
n409,Paolo Carloni,Paolo Carloni,4
n410,Sergio Pantano,Sergio Pantano,4
n411,Gabrielle Josling,Gabrielle Josling,3
n412,Michael Duffy,Michael Duffy,3
n413,Michaela Petter,Michaela Petter,3
n414,Andrew Muntean,Andrew Muntean,2
n415,Jay Hess,Jay Hess,2
n416,Franz Bracher,Franz Bracher,7
n417,Marco Keller,Marco Keller,7
n418,Matthias Wrobel,Matthias Wrobel,7
n419,Olaf Morgenstern,Olaf Morgenstern,7
n420,Oleg Fedorov,Oleg Fedorov,20
n421,Antonia Lewis,Antonia Lewis,8
n422,Hawa Diallo,Hawa Diallo,8
n423,Jonathan Goodacre,Jonathan Goodacre,8
n424,Michael Woodrow,Michael Woodrow,8
n425,Anthony Dean,Anthony Dean,3
n426,James Woolven,James Woolven,3
n427,A Fernandez,A Fernandez,8
n428,B Soldevilla,B Soldevilla,8
n429,C Huidobro,C Huidobro,8
n430,C Mangas,C Mangas,8
n431,F Bonilla,F Bonilla,8
n432,G Domínguez,G Domínguez,8
n433,M Fraga,M Fraga,8
n434,R Rodriguez,R Rodriguez,8
n435,Ewa Hennig,Ewa Hennig,4
n436,Jerzy Ostrowski,Jerzy Ostrowski,4
n437,Michal Dadlez,Michal Dadlez,4
n438,Michal Mikula,Michal Mikula,4
n439,Adam Leman,Adam Leman,10
n440,Bettina Moser,Bettina Moser,10
n441,Chiaki Noguchi,Chiaki Noguchi,10
n442,Eishi Noguchi,Eishi Noguchi,10
n443,Logan Harper,Logan Harper,10
n444,Lyne Khair,Lyne Khair,10
n445,Melissa Ziegler,Melissa Ziegler,10
n446,Mikael Garabedian,Mikael Garabedian,10
n447,Mukund Das,Mukund Das,10
n448,Tanu Singh,Tanu Singh,10
n449,Dwayne Bisgrove,Dwayne Bisgrove,11
n450,Joann Lau,Joann Lau,11
n451,Katrin Kaehlcke,Katrin Kaehlcke,11
n452,Lily Mak,Lily Mak,11
n453,Martina Schnölzer,Martina Schnölzer,11
n454,Qiang Zhang,Qiang Zhang,11
n455,Sebastian Schröder,Sebastian Schröder,11
n456,Aisha Ellahi,Aisha Ellahi,2
n457,Jasper Rine,Jasper Rine,2
n458,Cheolju Lee,Cheolju Lee,6
n459,Dong Noh,Dong Noh,6
n460,Eui Suh,Eui Suh,6
n461,Jong Lee,Jong Lee,6
n462,Jonghan Yu,Jonghan Yu,6
n463,Mohammad Kabir,Mohammad Kabir,6
n464,Fenglei Yu,Fenglei Yu,1
n465,David Spector,David Spector,4
n466,Rui Zhao,Rui Zhao,4
n467,Tetsuya Nakamura,Tetsuya Nakamura,4
n468,Yu Fu,Yu Fu,4
n469,Brian Barnes,Brian Barnes,5
n470,John Duman,John Duman,5
n471,Martin Carrasco,Martin Carrasco,5
n472,Randy Arnold,Randy Arnold,5
n473,Steven Buechler,Steven Buechler,5
n474,Anna Kalota,Anna Kalota,3
n475,Gerd Blobel,Gerd Blobel,14
n476,Martin Carroll,Martin Carroll,3
n477,Allan Brasier,Allan Brasier,5
n478,B Tian,B Tian,5
n479,M Jamaluddin,M Jamaluddin,5
n480,Mridul Kalita,Mridul Kalita,5
n481,Muping Lu,Muping Lu,5
n482,Aidong Han,Aidong Han,11
n483,Bingfei Yu,Bingfei Yu,11
n484,Feng Ding,Feng Ding,11
n485,Huiping Wang,Huiping Wang,11
n486,Kai Zhang,Kai Zhang,13
n487,Nanping Ai,Nanping Ai,11
n488,Ruichuan Chen,Ruichuan Chen,13
n489,Runzhong Liu,Runzhong Liu,11
n490,Wen Lin,Wen Lin,11
n491,Xiangming Hu,Xiangming Hu,11
n492,Xiaodong Lu,Xiaodong Lu,11
n493,David Greenberg,David Greenberg,10
n494,Enyuan Shang,Enyuan Shang,10
n495,Giorgi Maglakelidze,Giorgi Maglakelidze,7
n496,Jana Velíšková,Jana Velíšková,7
n497,Libor Velíšek,Libor Velíšek,7
n498,Stephania Macchiarulo,Stephania Macchiarulo,7
n499,Lei Jin,Lei Jin,7
n500,Mian Wu,Mian Wu,7
n501,Chaitanya Vuppusetty,Chaitanya Vuppusetty,11
n502,Minghua Wang,Minghua Wang,11
n503,Sagar Uttarkar,Sagar Uttarkar,16
n504,Alessio Ciulli,Alessio Ciulli,11
n505,Jing Yang,Jing Yang,11
n506,Tom Heightman,Tom Heightman,16
n507,Tony Tumber,Tony Tumber,11
n508,Atsunori Saraya,Atsunori Saraya,13
n509,Atsushi Iwama,Atsushi Iwama,13
n510,Haruhiko Koseki,Haruhiko Koseki,13
n511,Issay Kitabayashi,Issay Kitabayashi,13
n512,Jun Shinga,Jun Shinga,13
n513,Masamitsu Negishi,Masamitsu Negishi,13
n514,Mitsuhiro Endoh,Mitsuhiro Endoh,13
n515,Naoto Yamaguchi,Naoto Yamaguchi,13
n516,Satoru Miyagi,Satoru Miyagi,13
n517,Takaho Endo,Takaho Endo,13
n518,Takuo Katsumoto,Takuo Katsumoto,13
n519,Tetsuhiro Chiba,Tetsuhiro Chiba,13
n520,Tetsuro Toyoda,Tetsuro Toyoda,13
n521,Blaine Bartholomew,Blaine Bartholomew,5
n522,Divya Sinha,Divya Sinha,5
n523,Mekonnen Lemma-Dechassa,Mekonnen Lemma-Dechassa,5
n524,Michael Shogren-Knaak,Michael Shogren-Knaak,5
n525,Nilanjana Chatterjee,Nilanjana Chatterjee,5
n526,Caroline Hill,Caroline Hill,4
n527,Eleonora Agricola,Eleonora Agricola,4
n528,Rebecca Randall,Rebecca Randall,4
n529,Sirio Dupont,Sirio Dupont,4
n530,Alma Burlingame,Alma Burlingame,11
n531,Changbin Chen,Changbin Chen,11
n532,Geeta Narlikar,Geeta Narlikar,11
n533,Georgette Charles,Georgette Charles,11
n534,Hiten Madhani,Hiten Madhani,11
n535,Nevan Krogan,Nevan Krogan,11
n536,Pedro Beltrao,Pedro Beltrao,11
n537,Sean Collins,Sean Collins,11
n538,Song Tan,Song Tan,16
n539,Susan Shih,Susan Shih,11
n540,Tanu Sharma,Tanu Sharma,11
n541,Cheryl Beseler,Cheryl Beseler,5
n542,Qingping Cui,Qingping Cui,5
n543,Alexander Ruthenburg,Alexander Ruthenburg,10
n544,Beatrix Ueberheide,Beatrix Ueberheide,10
n545,C Allis,C Allis,10
n546,Dinshaw Patel,Dinshaw Patel,10
n547,Haitao Li,Haitao Li,10
n548,Melanie Yuen,Melanie Yuen,10
n549,Robert McGinty,Robert McGinty,10
n550,Scott Dewell,Scott Dewell,10
n551,Thomas Milne,Thomas Milne,10
n552,Tom Muir,Tom Muir,10
n553,Anne-Benedicte Boullay,Anne-Benedicte Boullay,29
n554,Catherine Clement,Catherine Clement,29
n555,Chris Delves,Chris Delves,29
n556,Emma Jones,Emma Jones,29
n557,Francoise Gellibert,Francoise Gellibert,29
n558,Helen Flynn,Helen Flynn,29
n559,Herve Coste,Herve Coste,29
n560,Iain Uings,Iain Uings,29
n561,Jerome Toum,Jerome Toum,29
n562,Jonathan Wilde,Jonathan Wilde,29
n563,Julia White,Julia White,29
n564,Paul Homes,Paul Homes,29
n565,Rachel Grimley,Rachel Grimley,29
n566,Robert Woodward,Robert Woodward,29
n567,Stephen Hughes,Stephen Hughes,29
n568,J Harper,J Harper,6
n569,Jennifer Smith,Jennifer Smith,6
n570,Mathew Sowa,Mathew Sowa,6
n571,Matthias Ottinger,Matthias Ottinger,6
n572,Peter Howley,Peter Howley,6
n573,Shaila Rahman,Shaila Rahman,6
n574,Andrew Billin,Andrew Billin,11
n575,Janine Lamonica,Janine Lamonica,11
n576,Joel Mackay,Joel Mackay,11
n577,Roland Gamsjaeger,Roland Gamsjaeger,11
n578,Amy Campbell,Amy Campbell,10
n579,Hongxin Wang,Hongxin Wang,10
n580,Ross Hardison,Ross Hardison,10
n581,Stephan Kadauke,Stephan Kadauke,10
n582,Wulan Deng,Wulan Deng,10
n583,Guillermo Gerona-Navarro,Guillermo Gerona-Navarro,15
n584,Ioannis Karakikes,Ioannis Karakikes,11
n585,Jagat Borah,Jagat Borah,11
n586,Jigneshkumar Patel,Jigneshkumar Patel,15
n587,Keita Morohashi,Keita Morohashi,11
n588,Michaela Muller,Michaela Muller,11
n589,Roger Hajjar,Roger Hajjar,11
n590,Shiraz Mujtaba,Shiraz Mujtaba,15
n591,Akihiro Ito,Akihiro Ito,10
n592,Balasundaram Padmanabhan,Balasundaram Padmanabhan,10
n593,Kazuki Sasaki,Kazuki Sasaki,10
n594,Mikako Shirouzu,Mikako Shirouzu,10
n595,Minoru Yoshida,Minoru Yoshida,10
n596,Norikazu Nishino,Norikazu Nishino,10
n597,Shigeyuki Yokoyama,Shigeyuki Yokoyama,10
n598,Takaho Terada,Takaho Terada,10
n599,Takashi Umehara,Takashi Umehara,10
n600,Tamaki Ito,Tamaki Ito,10
n601,Hediye Erdjument-Bromage,Hediye Erdjument-Bromage,6
n602,Kevin Velasco,Kevin Velasco,6
n603,Mariana Yaneva,Mariana Yaneva,6
n604,Paul Tempst,Paul Tempst,6
n605,Saïd Sif,Saïd Sif,6
n606,Sookil Tae,Sookil Tae,6
n607,Arcady Mushegian,Arcady Mushegian,1
n608,Joshua Webster,Joshua Webster,7
n609,Kent Hunter,Kent Hunter,7
